NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.238,0.170,12.920,18.163,0.609,0.840,0.072,0.298
2,0.166,0.229,17.537,22.777,0.803,0.888,0.486,0.655
3,0.134,0.157,20.492,24.693,0.829,0.905,0.717,0.777
4,0.126,0.147,22.273,25.632,0.860,0.913,0.782,0.832
5,0.119,0.094,23.050,27.638,0.874,0.925,0.809,0.886
6,0.110,0.092,23.977,27.176,0.880,0.923,0.853,0.867
7,0.105,0.076,24.682,28.478,0.882,0.930,0.857,0.905
8,0.098,0.067,25.211,28.989,0.887,0.935,0.872,0.916
9,0.091,0.057,25.700,29.607,0.892,0.941,0.893,0.927
10,0.090,0.055,26.190,29.836,0.900,0.944,0.904,0.931
11,0.084,0.051,26.622,30.345,0.909,0.945,0.914,0.933
12,0.080,0.049,26.967,30.790,0.915,0.947,0.919,0.939
13,0.082,0.046,27.334,31.402,0.914,0.948,0.927,0.947
14,0.078,0.043,27.641,31.644,0.918,0.951,0.934,0.949
15,0.077,0.043,27.903,31.758,0.922,0.952,0.938,0.950
16,0.073,0.042,28.196,31.959,0.921,0.953,0.944,0.952
17,0.071,0.040,28.445,32.054,0.923,0.955,0.946,0.953
18,0.065,0.040,28.696,32.192,0.926,0.956,0.950,0.954
19,0.065,0.034,28.852,32.604,0.926,0.958,0.945,0.959
20,0.061,0.032,29.120,32.862,0.929,0.960,0.949,0.962
