NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.163,0.229,14.334,18.390,0.465,0.779,0.267,0.040
2,0.135,0.131,18.485,22.175,0.651,0.828,0.582,0.405
3,0.124,0.123,20.155,23.535,0.703,0.836,0.673,0.554
4,0.110,0.101,21.621,24.949,0.757,0.852,0.743,0.671
5,0.104,0.093,22.316,25.638,0.788,0.862,0.768,0.714
6,0.099,0.095,23.094,26.094,0.786,0.871,0.811,0.725
7,0.095,0.079,23.679,26.892,0.809,0.879,0.822,0.767
8,0.085,0.075,24.204,27.146,0.810,0.885,0.850,0.777
9,0.079,0.065,24.808,28.008,0.830,0.892,0.868,0.815
10,0.075,0.059,25.182,28.378,0.842,0.898,0.872,0.831
11,0.072,0.058,25.545,28.863,0.856,0.904,0.877,0.844
12,0.068,0.056,25.907,29.065,0.852,0.906,0.891,0.850
13,0.067,0.054,26.249,29.267,0.859,0.910,0.900,0.857
14,0.064,0.053,26.552,29.545,0.868,0.914,0.903,0.865
15,0.062,0.051,26.816,29.820,0.875,0.917,0.905,0.870
16,0.059,0.049,27.044,29.981,0.880,0.919,0.909,0.875
17,0.057,0.048,27.275,30.240,0.886,0.922,0.913,0.883
18,0.057,0.046,27.462,30.351,0.890,0.923,0.916,0.886
19,0.056,0.046,27.648,30.545,0.893,0.925,0.920,0.890
20,0.055,0.045,27.818,30.602,0.897,0.925,0.923,0.892
