NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.278,0.315,12.862,16.576,0.453,0.757,0.043,0.012
2,0.289,0.169,17.170,21.189,0.624,0.807,0.318,0.455
3,0.221,0.150,18.480,21.873,0.693,0.805,0.400,0.536
4,0.174,0.137,19.545,22.609,0.701,0.817,0.542,0.594
5,0.165,0.126,20.727,23.589,0.747,0.826,0.601,0.667
6,0.139,0.114,21.449,23.824,0.762,0.831,0.659,0.694
7,0.134,0.100,21.913,25.242,0.785,0.852,0.667,0.774
8,0.125,0.102,22.316,25.508,0.788,0.859,0.700,0.788
9,0.110,0.094,22.770,25.784,0.800,0.865,0.723,0.785
10,0.106,0.092,23.223,25.937,0.800,0.870,0.757,0.792
11,0.101,0.081,23.663,26.765,0.808,0.876,0.776,0.832
12,0.099,0.075,23.987,27.232,0.818,0.876,0.788,0.844
13,0.099,0.077,24.272,27.415,0.822,0.881,0.807,0.849
14,0.094,0.070,24.586,27.759,0.828,0.886,0.820,0.861
15,0.088,0.065,24.754,27.925,0.833,0.888,0.817,0.861
16,0.086,0.065,25.085,28.127,0.840,0.893,0.837,0.864
17,0.082,0.062,25.343,28.382,0.842,0.896,0.847,0.871
18,0.077,0.062,25.595,28.471,0.845,0.898,0.855,0.875
19,0.072,0.061,25.813,28.698,0.849,0.901,0.857,0.876
20,0.070,0.060,26.007,28.737,0.853,0.903,0.861,0.884
