,L_PSNR,L_SSIM,PSNR,SSIM
0,16.4542625602,0.491598510228,18.850095461,0.762609354283
1,16.6295427644,0.491878193327,20.283158449,0.758763538274
2,17.3876721525,0.507550095403,21.4623268952,0.772929333269
3,20.4402196821,0.596199386814,24.2499045949,0.800255543908
4,21.4825192208,0.642673643899,25.2323420798,0.822840295484
5,21.88950665,0.647337264692,25.7318964247,0.829526405393
6,22.8428028433,0.699413171292,26.519147411,0.847571805495
7,22.9242637616,0.704548164979,26.7056019454,0.851602259689
8,23.5710111739,0.73239683272,27.2528587719,0.861967112321
9,23.6931282118,0.74103443055,27.4198106509,0.867263566717
10,24.0971279772,0.753900776553,27.8085674459,0.87254682687
11,24.1329981575,0.751172796891,27.9272177973,0.873912966341
12,24.2752449914,0.754940827343,28.1091178243,0.877642466268
13,24.4057648268,0.759360965231,28.2747215789,0.879748062598
14,24.6856039407,0.769710845675,28.5284240323,0.88404626655
15,25.0097256783,0.784579840126,28.8062974606,0.889391926465
16,25.3702184887,0.793274092173,29.1067107662,0.892332116517
17,25.6376874243,0.803601474397,29.3446509902,0.896673066102
18,25.7709969172,0.809245562628,29.492666471,0.899820152056
19,26.163818348,0.823274812813,29.8131818833,0.905600476911
