,L_PSNR,L_SSIM,PSNR,SSIM
0,11.3009519049,0.618190558849,16.0031841326,0.864311692622
1,22.6379000817,0.91816324269,27.1443222895,0.962892037352
2,24.4856049535,0.92095595599,28.8715624776,0.96326800463
3,27.0395399715,0.927702078924,31.1750738974,0.966322826452
4,27.7055180511,0.930730343797,31.824936466,0.968198131911
5,28.8522287662,0.938368227094,32.8416246483,0.971003221276
6,28.931599056,0.938689284536,33.081841152,0.972369266622
7,29.9695527336,0.946581480049,34.0133158381,0.975181798666
8,30.4727809086,0.950051488554,34.4943241266,0.977096373048
9,31.0594003173,0.952309737548,34.9971013721,0.977964545212
10,31.5377076211,0.952553635072,35.4211985659,0.977936005467
11,31.8771738734,0.95577641865,35.7462261198,0.979090719014
12,31.9484791692,0.955334571831,35.880255941,0.979028000271
13,32.3722913516,0.956910979702,36.2594463557,0.979771345005
14,32.7705262299,0.959419191715,36.6066715287,0.980827159439
15,33.1890707082,0.961550032312,36.9561576304,0.981642058826
16,33.3308610769,0.96288127283,37.1080649015,0.982179876244
17,33.5732401317,0.964272000277,37.3275508381,0.982803700314
18,33.9236964854,0.966021135706,37.6183635528,0.983437309489
19,33.9412555668,0.964866478664,37.6837560922,0.983183932627
