,L_PSNR,L_SSIM,PSNR,SSIM
0,10.6049199133,0.342224014063,13.4097538372,0.568648390988
1,13.3669124607,0.486321192947,16.113106996,0.659219273099
2,14.6308852473,0.533361639114,17.5951388636,0.70454085106
3,16.7561280081,0.565716747446,19.6987929143,0.72767172553
4,18.1164886352,0.603577441769,21.0322954932,0.756330136359
5,18.0979751944,0.598023129996,21.3054417885,0.756513695721
6,18.1086710401,0.599850072163,21.5631079469,0.769875939157
7,18.4177053316,0.605255047633,21.9890986822,0.784060048952
8,19.3631271848,0.652080956857,22.8040199508,0.804165795702
9,19.811377445,0.666581017378,23.2603813638,0.813025315087
10,20.2339669394,0.684099526584,23.7170161217,0.824651362916
11,20.7984023719,0.703563261998,24.2411210974,0.8337034303
12,20.7491036633,0.700272607987,24.3341742976,0.836516107848
13,21.0680096056,0.713791432477,24.6524426825,0.844424532423
14,21.9280803708,0.748606109837,25.3108745627,0.857825910515
15,22.0644349486,0.753349502694,25.5135618296,0.862171089791
16,22.4290221271,0.76214924531,25.8453281951,0.867002833441
17,22.7356351157,0.769932671396,26.1230353255,0.871357664463
18,23.0234488961,0.781391586905,26.3763677384,0.876097646544
19,23.3285540096,0.802807490952,26.6276749569,0.884185888408
