,L_PSNR,L_SSIM,PSNR,SSIM
0,15.1258019806,0.505296452794,19.1056296534,0.784431916777
1,18.6050673885,0.604478446668,22.6348014836,0.816881327617
2,19.5422300292,0.658079121896,23.7000407986,0.835058731417
3,21.9984159599,0.799962526441,25.8722041514,0.886930752682
4,23.0876567165,0.843348932897,26.7904885628,0.904142115214
5,23.7199950004,0.850164775499,27.3751709227,0.909045939433
6,24.2056275302,0.859773455308,27.8346870078,0.914018772467
7,24.7532138797,0.869050065071,28.3350822933,0.918118977791
8,25.4940973343,0.876661276005,28.9392756543,0.921693329367
9,25.5353717642,0.87465637044,29.0896825402,0.921362513189
10,25.7103969439,0.876067524671,29.3180282688,0.92416788207
11,25.741873391,0.876497851939,29.4492907575,0.925149760981
12,25.8502822037,0.874841991836,29.6076752436,0.925877326077
13,26.0306930587,0.878215039454,29.803832532,0.927863231715
14,26.4711411878,0.886491347637,30.1747681441,0.931636597956
15,26.5534611109,0.888054997629,30.2990417785,0.932939165576
16,27.0431685704,0.898191779919,30.6804347625,0.936514098467
17,26.9822179174,0.896567527599,30.704584181,0.937388807515
18,27.2400767727,0.901341968802,30.9325681539,0.939421885615
19,27.5001685754,0.905014928648,31.1566962278,0.941172565938
