,L_PSNR,L_SSIM,PSNR,SSIM
0,10.481952525,0.487407875346,15.2153945018,0.821008860326
1,18.3749239844,0.716477163783,23.0125396,0.895372733324
2,22.462961471,0.795224860281,26.947108163,0.920740392727
3,24.4607742465,0.848034373449,28.812997813,0.938590299073
4,25.9936484829,0.865802957601,30.2029948264,0.944793921661
5,27.3009601801,0.892175013409,31.3810172146,0.954023021948
6,28.5043146342,0.910259927884,32.4289833958,0.959951473173
7,29.3699685267,0.917912509591,33.1606526195,0.962391602735
8,29.3597057199,0.915690575303,33.2937664104,0.961344586451
9,30.0988233214,0.927003557918,33.9158755838,0.965243177519
10,30.4415557719,0.933832790973,34.2605927514,0.968105057148
11,30.3876108652,0.931066441126,34.3184742544,0.967325327303
12,30.2240678879,0.929564605259,34.2919618374,0.967909067998
13,30.8036984262,0.937879435995,34.7815092251,0.970740871318
14,31.2968158844,0.943707291696,35.1976271665,0.97287943376
15,31.4893452863,0.945571872488,35.4110312078,0.973825867184
16,31.7472861619,0.948053562729,35.6471328131,0.974983183797
17,31.9778124983,0.950875674402,35.8664534336,0.976165479927
18,32.3667306737,0.953281319339,36.1893883648,0.976939322195
19,32.8566682208,0.957118174735,36.5772941647,0.978227266449
