,L_PSNR,L_SSIM,PSNR,SSIM
0,15.5846310236,0.435796876317,19.3409014278,0.738006251121
1,15.7829236803,0.446490640926,20.0265393805,0.745058559869
2,18.3813306122,0.597081996076,22.3283428969,0.794005581365
3,19.9675972031,0.663318935455,23.7447914885,0.819619498307
4,20.6903500566,0.687946609391,24.4664607327,0.829796407314
5,21.5517552819,0.710835685858,25.2808174177,0.839853421984
6,22.2270218913,0.742095350054,25.9128119975,0.856396798027
7,22.7080061316,0.748955350474,26.4130766271,0.86222375742
8,22.8912363203,0.754985130814,26.6970300538,0.867885893909
9,23.5588465161,0.776184190738,27.2653209827,0.875497892912
10,24.2169151202,0.794625827965,27.7965716188,0.883529985121
11,24.2671814315,0.796568657939,27.9305967252,0.886397008181
12,24.7515733136,0.815434358751,28.3417407477,0.894326455514
13,24.9794027035,0.823555075997,28.5747201647,0.897805371466
14,24.9934231981,0.821376248372,28.6642078352,0.898398853748
15,25.1443018337,0.826168037078,28.8294970747,0.901385676811
16,25.3432832434,0.831871782852,29.0228628892,0.904622291927
17,25.3872883834,0.832755522258,29.1111230841,0.905725973252
18,25.6437682828,0.841308586797,29.3357307796,0.909243253338
19,25.7631382602,0.843653023012,29.4641703448,0.910769688116
