,L_PSNR,L_SSIM,PSNR,SSIM
0,14.6908591085,0.304647057504,19.0692448339,0.711398562059
1,18.7566116231,0.653279943473,22.7999589097,0.822521187135
2,19.2742571058,0.664269648856,23.5479164088,0.834728872842
3,21.8442209793,0.770899736557,25.7398263524,0.869913402214
4,22.179839049,0.778030647394,26.2450812045,0.880488813292
5,23.0337631945,0.814346447615,27.0427904847,0.894927242758
6,23.5201519755,0.828863128852,27.5306213135,0.902541540868
7,23.8692569465,0.837944705246,27.9166482835,0.909064118763
8,24.8043913043,0.865140641875,28.7047869486,0.917953501619
9,25.2564581997,0.872108129527,29.1467622423,0.923208262442
10,25.5641590863,0.879551607438,29.454537764,0.927727486583
11,25.8199326504,0.88571859076,29.716453615,0.931614256961
12,26.0566280323,0.890947070242,29.9565516032,0.93480402308
13,26.3542663343,0.896720007492,30.2389005971,0.937848085417
14,26.7876123193,0.90143073315,30.6026992913,0.940226425253
15,26.9444764859,0.904655192576,30.7813418958,0.942760104985
16,27.2708138018,0.91246051499,31.0656803059,0.945918815941
17,27.3413840196,0.914720137793,31.1729457031,0.947513056926
18,27.7243754877,0.917979171297,31.4890832948,0.949260292677
19,27.982783283,0.921536044587,31.7139608172,0.951159863671
