,L_PSNR,L_SSIM,PSNR,SSIM
0,14.9543563477,0.498961605552,19.1753295961,0.784006750711
1,19.6631961812,0.677131458327,22.9757956461,0.843351075315
2,19.4129003681,0.655263804086,23.4425839873,0.827537238897
3,21.0586215755,0.705263590372,24.9093141859,0.839572869099
4,21.9185355389,0.727044744109,25.7085683463,0.851123702507
5,22.8296645569,0.77108447479,26.5487104285,0.871901150614
6,23.5719079899,0.791111454395,27.2123397204,0.881023577301
7,23.8608195566,0.796059078531,27.529557146,0.884965176846
8,24.421533136,0.816856543075,28.009614839,0.893436454719
9,24.8839310419,0.826062754238,28.4243610246,0.898144278439
10,25.0853809732,0.83090142285,28.6564616061,0.902184677232
11,25.1217612919,0.832511663896,28.7654585055,0.903333769569
12,25.1925558429,0.833177254687,28.8975672733,0.905044238521
13,25.4981150894,0.839542019494,29.1669651513,0.907024147771
14,25.5639059376,0.841631152731,29.283761356,0.909876968305
15,25.6114722327,0.843920646932,29.3820732804,0.91221658946
16,25.8991908034,0.850750816716,29.6316710025,0.915063491987
17,26.1340842393,0.856696149552,29.8443132492,0.917880797239
18,26.2889860759,0.860291502151,30.000230161,0.920024408649
19,26.5187604119,0.865766305253,30.2069714391,0.922579178651
