,L_PSNR,L_SSIM,PSNR,SSIM
0,17.1699537187,0.669031865616,21.6435570116,0.877964454862
1,21.0877791132,0.88445533195,25.3664674213,0.949810118311
2,28.2720126658,0.921587312219,31.9325792314,0.961217764662
3,28.9197776246,0.933305079395,32.7137291337,0.966659863216
4,29.4781377327,0.935907953056,33.433782292,0.968869780632
5,30.7512058495,0.943777735077,34.5870340275,0.972527268272
6,31.7567008387,0.946273044166,35.4502214944,0.973491437766
7,31.8207546879,0.949292164601,35.6973761397,0.975492932092
8,32.8073475502,0.95480962714,36.5330179908,0.977511320801
9,33.5085321973,0.957085260275,37.1872185274,0.978964785322
10,33.5960603198,0.958614783701,37.3551421791,0.980081903607
11,33.5722590829,0.959559847706,37.4436296376,0.980803811589
12,34.0254265336,0.960250637405,37.8629895335,0.981272950764
13,34.2018492798,0.962221395447,38.0628660096,0.982263486571
14,34.7895687602,0.964324649422,38.5579049149,0.983098880012
15,35.0640776306,0.965425532089,38.8099750318,0.983591320706
16,35.149140858,0.965796718901,38.9384672247,0.983973658932
17,35.2793963969,0.966291103704,39.0855701936,0.984278808597
18,35.1840594492,0.966711684633,39.0770025609,0.984665685154
19,35.5741639499,0.967833130001,39.3976443891,0.985016957884
