,L_PSNR,L_SSIM,PSNR,SSIM
0,12.0234610687,0.336039456584,16.1979015484,0.689016464007
1,15.8074176079,0.665788017945,19.5776786175,0.794712380581
2,18.3352006662,0.692924791946,22.2375332405,0.833172214549
3,19.1427509619,0.695096877634,23.3827740955,0.843047099718
4,21.4319708809,0.745412512468,25.3473196838,0.860924672586
5,21.5827461593,0.754729170343,25.6711722311,0.872949553099
6,23.2449203435,0.826966829103,27.0685251856,0.896995985879
7,23.3785539757,0.835255818308,27.3048756227,0.90382515659
8,23.7206191952,0.8403683596,27.6615738804,0.907647717258
9,24.7188958456,0.859547506733,28.4581067819,0.913505774036
10,25.1564216469,0.862323485953,28.8708928975,0.91605365256
11,25.1471229627,0.863829074011,28.9589194053,0.919716387707
12,25.8387822475,0.880211815234,29.5071965729,0.925357285433
13,26.1983878817,0.888040756653,29.823071643,0.929291028382
14,26.5861300942,0.894221123223,30.148008153,0.931939921922
15,26.5784764287,0.895948391757,30.2169731168,0.934000279926
16,26.942557664,0.90119985626,30.514676601,0.936396801703
17,27.0771549976,0.904208388233,30.6738569257,0.938345227923
18,27.1176772668,0.904091775787,30.7585467493,0.939739849765
19,27.4611826137,0.910100158817,31.0272401385,0.94179914068
