,L_PSNR,L_SSIM,PSNR,SSIM
0,13.1849937408,0.508220006531,16.8984593293,0.786678037727
1,13.3556659669,0.524675697091,18.024910365,0.816783285442
2,19.6877588136,0.81810766755,24.0386144867,0.914184892446
3,22.8738661006,0.883154804053,26.8093417455,0.935645427342
4,22.9022667617,0.867921964617,27.138181192,0.937182754377
5,24.5369350033,0.89294836146,28.5424954867,0.945334651004
6,24.8534267782,0.902255732257,28.9484481617,0.949374502535
7,25.834805571,0.914069785103,29.7703538562,0.953460392058
8,26.1710848219,0.919445052716,30.1294614001,0.956150794313
9,26.1654912911,0.919391757142,30.2535725915,0.957719961467
10,26.8156682017,0.925058820738,30.8159336829,0.959472072703
11,27.130842119,0.923255702996,31.13994319,0.959565811038
12,27.2703388838,0.92457279615,31.3341908346,0.961343712192
13,27.497893237,0.924837576821,31.5655282568,0.961937370924
14,28.1852119458,0.932420385385,32.1422532877,0.964412609473
15,28.2989427351,0.932235079423,32.2890251602,0.965060634784
16,28.5753323511,0.93490445371,32.5546257428,0.965979245326
17,28.6800504536,0.934869328903,32.6900281515,0.96669049102
18,29.0707898286,0.939567807428,33.0205551268,0.968297731064
19,29.2176791406,0.941178811274,33.1769363441,0.969213429043
