,L_PSNR,L_SSIM,PSNR,SSIM
0,10.6767238888,0.514209756759,15.3251709366,0.806754852831
1,19.0713361417,0.720841537144,23.3612161609,0.872850785783
2,21.4615043853,0.799875312887,25.6247559455,0.895551891558
3,22.2004228461,0.822540825323,26.4885164892,0.913914530498
4,23.9455921981,0.855645822978,28.0458125919,0.925503399647
5,24.8576571005,0.875041261131,28.9252397846,0.932971454209
6,25.981553541,0.89361123946,29.9142438545,0.940234626532
7,26.203035306,0.898636549791,30.2171567225,0.944599844086
8,26.9156158205,0.910017127616,30.8567046679,0.949256233583
9,27.2945502164,0.91187121244,31.2447544975,0.950360630509
10,27.6884441307,0.916900951012,31.6324443924,0.95351512308
11,27.9390753287,0.920391163087,31.8978808647,0.955632712911
12,28.5044467433,0.92823252125,32.3799592153,0.958712691609
13,29.0484635851,0.938275650208,32.8362497953,0.961926260486
14,29.3136143399,0.941835590527,33.1032383328,0.964046366714
15,29.7241241455,0.945045188473,33.4527837961,0.96549709526
16,29.8531208522,0.946681525001,33.6039538342,0.966830600886
17,29.9848848164,0.947646941719,33.7535068429,0.967590553509
18,30.1546594651,0.949337649432,33.9173315782,0.968653788686
19,30.2338842394,0.949746526973,34.0199606196,0.969204451403
