,L_PSNR,L_SSIM,PSNR,SSIM
0,12.644417728,0.401929950384,16.2916208795,0.705061648238
1,17.1753615081,0.582106147877,21.106877529,0.781356876532
2,18.784026646,0.730272339825,22.6862062013,0.838585661151
3,19.7579480395,0.779527183871,23.6206704581,0.862555833624
4,20.6549146952,0.789837013222,24.5355355234,0.867376881353
5,21.9019038311,0.825250684794,25.6443845506,0.882732765816
6,21.929136756,0.825886064992,25.8738983815,0.890678581694
7,22.972692023,0.851750596871,26.7680184946,0.900988347193
8,23.2097283045,0.85672765001,27.0542235536,0.906581828462
9,23.6181551588,0.866075683282,27.4442828472,0.912070065767
10,23.6527733197,0.86541267507,27.5708826935,0.914840786099
11,23.8099128797,0.868912035278,27.7719812972,0.918420255786
12,24.1406480022,0.874188728359,28.0910143874,0.92234994639
13,24.3740427694,0.878720431186,28.3259384631,0.925464783418
14,24.7983603861,0.885754181783,28.6914012644,0.927755067786
15,25.0667628706,0.889657185343,28.9446895388,0.930315339683
16,25.2899081052,0.899446170111,29.1550528688,0.934375840716
17,25.7916525739,0.905320876284,29.5566480588,0.936076163974
18,26.0290528177,0.908238005922,29.7801138344,0.938267529584
19,26.2248894093,0.910336091287,29.9718158777,0.939944972236
