,GMSD,PSNR,SSIM,VIF
0,0.264593116357,11.4461384677,0.103035270406,0.000369433284477
1,0.212399729465,16.6909737587,0.774061426586,0.479014602933
2,0.196430450688,18.1979124421,0.827611294597,0.591837529125
3,0.195500423969,18.5332632859,0.838276204519,0.611278328107
4,0.0998768194599,20.6474571139,0.917692097599,0.785523529126
5,0.0908311410986,22.1479817554,0.932412318516,0.806367408411
6,0.0883163384412,22.4145883936,0.935388476848,0.811630104577
7,0.0784611658032,23.1165694721,0.947649380062,0.83973209939
8,0.0731324906663,23.87086037,0.956372175694,0.867272408857
9,0.0720997224553,24.0093642826,0.957798950655,0.871876826953
10,0.0712424969188,24.1633020115,0.959349769747,0.880268609804
11,0.0587615402435,25.3201622632,0.964805139017,0.896577450231
12,0.0572183582702,25.5171957674,0.966517222045,0.902528259461
13,0.0549984559735,25.7372605456,0.968104917676,0.906095891053
14,0.0482260395306,26.1148469457,0.969840750499,0.913799089714
15,0.0461903999775,26.5825635972,0.97243358857,0.918539967739
16,0.0456243029806,26.692196298,0.972983601678,0.92109527062
17,0.0441561759389,26.8195636048,0.973634388318,0.921811259931
18,0.0437059438909,26.8836367529,0.974051244161,0.923497989744
19,0.0435294924193,26.9572202735,0.974336364152,0.92380722525
