,GMSD,PSNR,SSIM,VIF
0,0.244130592595,11.6546270182,0.301163503558,0.0881281766736
1,0.150711874556,18.7082728308,0.673394014004,0.580966244345
2,0.150594882827,19.6828393543,0.708101368947,0.706726480971
3,0.145338339081,20.1125305451,0.7393238623,0.729611131601
4,0.144555210234,20.2709669301,0.746532214518,0.729775904909
5,0.142871543105,20.5845412946,0.766466818149,0.764868627945
6,0.0966659620731,24.4271269925,0.862079036475,0.823333033652
7,0.0674731601651,25.7773607932,0.888584769843,0.86318217046
8,0.0623535784475,26.5071273734,0.899926921539,0.8900150203
9,0.0610267338906,26.7665443798,0.901998634806,0.897957040033
10,0.0595440367887,26.9542405537,0.906434674414,0.900598127298
11,0.0567294158135,27.3759911163,0.911271139581,0.902924892768
12,0.0552523773959,27.6472925363,0.913567490589,0.905303871437
13,0.0545576994659,27.7909793386,0.914854340116,0.906352318656
14,0.0544718390858,27.8294458988,0.915305502372,0.907830735306
15,0.0530916701712,28.1075048787,0.918493437121,0.908577766379
16,0.0493228065624,28.4487407494,0.921718785294,0.913790688358
17,0.0489165816305,28.583071747,0.923052014088,0.917404915995
18,0.0487323478556,28.6598905686,0.924019737388,0.918638699061
19,0.0482025769413,28.8235518489,0.925368399996,0.918627578966
