,GMSD,PSNR,SSIM,VIF
0,0.210954087277,14.812403043,0.400282798823,0.0498922850959
1,0.251612541611,16.6889027185,0.540424450966,0.242546493063
2,0.257186414445,17.6586152016,0.579117126869,0.384067102384
3,0.158455744974,19.6199280584,0.671871928141,0.544696258411
4,0.156811638379,20.1613974041,0.698194198647,0.587925577451
5,0.146581807863,20.7972336212,0.730566039051,0.616384841305
6,0.136814237671,21.4118696534,0.755329958566,0.639306770027
7,0.115818654168,21.9597512062,0.772392159968,0.659079476676
8,0.114603923486,22.3290421884,0.780242521758,0.680275598637
9,0.11185072508,22.7563805913,0.787871696835,0.70014524086
10,0.111221433269,22.9481924807,0.795748365815,0.712928264782
11,0.104833402672,23.1450090158,0.802757841108,0.72439625011
12,0.10291987467,23.4539366981,0.814215266531,0.748096411073
13,0.10232433083,23.5406088222,0.816648278061,0.754981206915
14,0.0979156308616,23.7289009904,0.821539662013,0.761308521803
15,0.0962055935522,23.8812422313,0.824199340766,0.774052266705
16,0.0944718200109,24.4087760927,0.833508413389,0.794705599039
17,0.0939430587505,24.4963635105,0.836421475239,0.799689314698
18,0.084998237021,24.8405734741,0.840632020181,0.808101301004
19,0.0789994958259,25.163394903,0.848445254805,0.815861024171
