,GMSD,PSNR,SSIM,VIF
0,0.240249470572,13.7609895906,0.689686528601,0.0555780942996
1,0.24721343132,17.2574126115,0.739077490303,0.341662138847
2,0.157744328694,19.223442149,0.787773226434,0.468154689096
3,0.156617073589,21.243828545,0.785341457048,0.557702070428
4,0.152342018328,21.7412989615,0.801835059916,0.565461437862
5,0.1416355181,22.0733627875,0.809571003057,0.587662723246
6,0.137439482773,22.9067351223,0.826385796255,0.670679983589
7,0.133803998147,23.1067749368,0.831590360715,0.685047108416
8,0.121535256254,23.3561115893,0.836164313855,0.690898661468
9,0.114747475427,23.6604737543,0.843084838962,0.71636198959
10,0.114354625046,23.8678354354,0.849160514847,0.715771406817
11,0.111925360522,24.2371299125,0.857471117556,0.719416459856
12,0.1041824842,25.1740840124,0.849612260269,0.736953151888
13,0.102627145008,25.4000720255,0.852214307475,0.748144472705
14,0.100745383735,25.4738474601,0.854112728469,0.752897417602
15,0.0972832615187,25.709261615,0.858040438996,0.761237106849
16,0.096175636546,25.798405078,0.860117235297,0.767590037001
17,0.0942642081379,26.0717585209,0.864234352399,0.797849095525
18,0.0908130458574,26.1733953826,0.860171846917,0.803412366723
19,0.0879007241751,26.3987200123,0.858399983232,0.821274556651
