NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.230,0.161,15.962,20.350,0.843,0.942,0.074,0.121
2,0.187,0.170,18.770,21.834,0.855,0.933,0.253,0.304
3,0.143,0.145,21.716,25.093,0.868,0.941,0.640,0.514
4,0.140,0.139,22.536,26.025,0.868,0.943,0.703,0.592
5,0.125,0.118,23.383,26.915,0.866,0.945,0.731,0.695
6,0.121,0.116,24.162,27.360,0.877,0.943,0.763,0.721
7,0.122,0.117,24.767,27.570,0.883,0.943,0.774,0.729
8,0.123,0.111,25.427,28.236,0.885,0.944,0.818,0.761
9,0.106,0.103,26.072,28.648,0.888,0.943,0.848,0.790
10,0.099,0.096,26.537,29.070,0.894,0.947,0.860,0.798
11,0.100,0.087,26.875,29.765,0.895,0.951,0.867,0.824
12,0.095,0.084,27.197,30.048,0.899,0.952,0.872,0.832
13,0.094,0.077,27.518,30.665,0.903,0.954,0.873,0.846
14,0.093,0.074,27.778,30.920,0.904,0.956,0.882,0.856
15,0.088,0.072,28.035,31.209,0.904,0.955,0.892,0.865
16,0.086,0.071,28.308,31.513,0.907,0.955,0.898,0.875
17,0.087,0.065,28.579,31.705,0.907,0.956,0.905,0.880
18,0.086,0.064,28.826,31.877,0.909,0.956,0.911,0.885
19,0.085,0.061,29.021,32.148,0.911,0.957,0.913,0.891
20,0.085,0.060,29.234,32.342,0.912,0.958,0.918,0.895
