,L_PSNR,L_SSIM,PSNR,SSIM
0,10.6000547364,0.341128841796,13.4061629723,0.56829103368
1,12.4497999754,0.425702044509,15.5261004841,0.635878878497
2,12.6614672318,0.441751613621,16.285259417,0.673843040761
3,15.1046319816,0.539618173167,18.2089253573,0.698936333916
4,16.6628714425,0.580847049865,19.2643477754,0.714533361238
5,18.8911737766,0.643980934278,20.6221180028,0.731956126967
6,18.8973990338,0.644198683856,21.0367143576,0.748613266319
7,19.1418008863,0.655033198078,21.3240185254,0.755954246089
8,19.4698563161,0.651798313027,21.5166389733,0.753144338855
9,19.6062600759,0.655141406315,21.7209131159,0.759952005676
10,21.8877693934,0.712499097161,22.8847617346,0.784152101467
11,21.9334735583,0.714414715428,23.0311669964,0.783560785388
12,21.9499455412,0.714036024962,23.2279635225,0.788936990413
13,21.9549472147,0.7140483959,23.4068753639,0.789789679327
14,21.9704242149,0.730242772011,23.5938203789,0.796626913377
15,22.6574179828,0.746524622557,23.9333064525,0.803104470271
16,23.0408153131,0.755960076219,24.104109172,0.806339832471
17,23.084030933,0.757458908602,24.2281010919,0.809152432731
18,23.084030933,0.757458908602,24.306247597,0.812772658704
19,23.084030933,0.757458908602,24.4092904363,0.813648334319
