,L_PSNR,L_SSIM,PSNR,SSIM
0,17.9797243751,0.611467154394,22.6463282771,0.867116798945
1,23.3657931499,0.761702013748,27.8201064262,0.91651327162
2,24.9068658502,0.807021968188,29.2329129637,0.9316199231
3,28.8441391705,0.878348898641,32.6340322432,0.955104552251
4,29.7816190369,0.896373955719,33.3532265577,0.961109021217
5,31.4230264589,0.920593544406,34.7155516249,0.968377782092
6,31.7706454409,0.925863185248,34.9651336073,0.970131347141
7,31.7181852184,0.925289398512,35.2134978247,0.969139525242
8,31.6116256516,0.924564048687,35.3193097179,0.969361145015
9,31.6309083453,0.924690540557,35.4192893306,0.969513580999
10,31.7704114107,0.926444993309,35.5332488993,0.970103862809
11,31.9130228806,0.927287101955,35.754108752,0.970459305525
12,31.9057990893,0.927396110264,35.7699293026,0.970619178997
13,31.9576671931,0.928205811229,35.8117188458,0.970890064029
14,31.9576671931,0.928205811229,35.8181244095,0.970935541386
15,32.1300287744,0.930857686311,35.9663009938,0.971805760628
16,32.1650795313,0.931179652157,36.034224259,0.972108733765
17,32.3636604618,0.934156080771,36.2020802747,0.973084497477
18,32.4947216356,0.936207459097,36.3675626306,0.974087896129
19,33.2652266318,0.944817129027,36.9784575287,0.976924965175
