,L_PSNR,L_SSIM,PSNR,SSIM
0,17.0876781412,0.587602717311,20.0603346412,0.802001665147
1,20.5968000422,0.716017635096,22.3058601021,0.819539568747
2,21.5627565056,0.737015170247,23.6034849327,0.826970881827
3,21.5925051849,0.736090851356,24.4057956698,0.823971597395
4,24.9522162526,0.795210089696,26.3243782737,0.841195734758
5,25.7697581318,0.827128235117,26.6968982762,0.852375094667
6,25.7912660689,0.826961941344,27.1942502237,0.868817700978
7,25.7912660689,0.826961941344,27.3250754882,0.868995142847
8,26.1767498291,0.840091173523,27.5175305497,0.874197113447
9,26.1767498291,0.840091173523,27.5714500914,0.873256499068
10,26.1767498291,0.840091173523,27.6885020728,0.874194859107
11,26.1745539954,0.839974786363,28.0213638356,0.874739455052
12,26.5309830364,0.848218099305,28.2023460626,0.877664735392
13,27.0509216299,0.856558925307,28.5155121636,0.880115805649
14,27.1549607697,0.855665960511,28.6979199585,0.880687485288
15,27.1698186434,0.85617418266,28.7651584815,0.883069095899
16,27.3208566953,0.859564297666,28.8385412467,0.884263129136
17,27.7622536692,0.860447544911,29.2861088156,0.887434887536
18,27.7988003909,0.860918663506,29.4230513258,0.889884519811
19,27.8249952136,0.861481451491,29.6476086561,0.89494853531
