,L_PSNR,L_SSIM,PSNR,SSIM
0,14.2743939374,0.485765745515,18.8676060098,0.812617266869
1,20.2264609385,0.725088338104,24.421021435,0.887041638684
2,23.3001511167,0.782496311576,27.0571207173,0.908789498228
3,25.5275948831,0.8532384869,28.7203884848,0.931611845045
4,25.5602773179,0.853217386213,28.919929763,0.927639478257
5,25.5602773179,0.853217386213,29.0579107238,0.927694387599
6,26.3822060791,0.880714566775,29.6616304507,0.936825121724
7,26.3822060791,0.880714566775,29.7293092954,0.938274419027
8,26.566323502,0.880251730136,30.0994860055,0.938558383323
9,26.5828100776,0.880841538059,30.1781971887,0.940149244609
10,26.7694029981,0.884507762232,30.4063346426,0.941143883163
11,26.7961917988,0.885220805673,30.5110687414,0.941333599676
12,27.1693852119,0.892509332382,30.8252143704,0.943748866423
13,27.1694839803,0.892508295375,30.8820756979,0.944195707099
14,27.6213400986,0.899895070289,31.2321748105,0.946659989718
15,28.1610248112,0.909943825553,31.6395695964,0.95001599406
16,28.7364413279,0.917657499609,32.0591123961,0.952701558481
17,29.3412739708,0.92608198742,32.4869520438,0.955563671323
18,29.6489630732,0.931090105106,32.6962396493,0.957233873813
19,29.6489751928,0.931087844069,32.7317062749,0.957544215755
