,L_PSNR,L_SSIM,PSNR,SSIM
0,14.6810174057,0.304581653976,19.0595652474,0.711368833469
1,19.2908980859,0.672334537433,23.1036944836,0.831286733211
2,19.5724833587,0.683249767807,23.5229191317,0.835934862076
3,19.5941719547,0.683883281819,23.9343070476,0.848728417772
4,20.6218857224,0.714930309601,24.8580889443,0.859205757358
5,21.2742608967,0.75232483597,25.4361126603,0.872215043633
6,22.8173784189,0.808255337326,26.745443947,0.890660123134
7,24.4902674111,0.862767538106,28.0761501901,0.909004216239
8,24.4832084801,0.862702201243,28.1183398631,0.910237416124
9,24.5437855234,0.864134500981,28.2090508705,0.912147608033
10,24.5437855234,0.864134500981,28.2898230261,0.916462441059
11,24.5542796348,0.864149519622,28.3813025397,0.917436665638
12,24.5576434454,0.86419909816,28.4051970013,0.917906028299
13,24.5518524565,0.864273067039,28.4735510316,0.920373854651
14,24.9370367955,0.876829686667,28.7904569059,0.924770670907
15,24.948983878,0.8772706916,28.8863931215,0.929006360732
16,25.2138019426,0.881222313376,29.1039613222,0.930271217496
17,25.2138727679,0.881227961506,29.1110716633,0.930446513828
18,25.2168263787,0.881225591112,29.1243568679,0.930837513242
19,25.7899364412,0.889426644077,29.5899589138,0.933519006055
