,GMSD,PSNR,SSIM,VIF
0,0.314438587353,10.1254615718,0.349534501577,0.00487528776651
1,0.314205240933,10.1289787264,0.349824337521,0.00489147852052
2,0.313798487706,10.1311311355,0.350182338109,0.00490526031205
3,0.313652065628,10.1330824477,0.350548912732,0.00492749328454
4,0.308908230066,10.6550694126,0.404065689784,0.162635365576
5,0.307268743791,10.679601574,0.402325958368,0.162828270385
6,0.291638748252,10.9952297985,0.404819626635,0.233327943709
7,0.279168216587,11.0924767204,0.412208654302,0.244060306809
8,0.27981333877,11.2528413913,0.443458787145,0.307756967808
9,0.279069363351,11.313219382,0.453425955228,0.317792436162
10,0.27904616488,11.3135179154,0.453432245382,0.31779255663
11,0.277876996057,11.4513902347,0.455693130288,0.321255808157
12,0.219197294179,12.3239545092,0.543061771995,0.408436456903
13,0.219211219755,12.3303192218,0.543735758606,0.408747486076
14,0.218709905561,12.3428500941,0.544801558082,0.410162788736
15,0.21870737123,12.351527675,0.545522845367,0.411021520998
16,0.211660318273,12.6485565825,0.567043450608,0.440695323784
17,0.211218401929,12.6612703231,0.567946208532,0.441769003085
18,0.2080952555,12.8727666583,0.580700588295,0.457296724219
19,0.181902926585,11.9979993029,0.625879977709,0.480422371548
