,GMSD,PSNR,SSIM,VIF
0,0.259402108259,8.57900063158,0.568203963082,0.0149409793316
1,0.253881615976,8.59855359523,0.561543265465,0.0169310470066
2,0.253406864437,8.59880036929,0.560846606561,0.0169311796661
3,0.252056896725,8.59930709021,0.560597875493,0.0169485680897
4,0.24700722684,8.60256069244,0.56103977397,0.0172563728304
5,0.136383025667,22.8386913544,0.913180645555,0.882558466227
6,0.136383025667,22.8386913544,0.913180645555,0.882558466227
7,0.197260561259,8.94527611921,0.572992615045,0.0798055784801
8,0.198775203555,8.95410383038,0.573774691274,0.0812137063074
9,0.198415460657,8.96366837929,0.574702859511,0.0829453946938
10,0.196403174973,8.99642626906,0.582378547767,0.0941821816251
11,0.199695340056,9.02397123317,0.580272908463,0.0946972196586
12,0.167856428342,7.11509091773,0.456223162626,0.0939423548314
13,0.170367977686,7.12477621971,0.457889940327,0.0952078546113
14,0.170763398166,7.13550460186,0.459781242874,0.0971585965884
15,0.172181896181,7.17172172334,0.470716587063,0.110280604421
16,0.176977161655,7.20218251579,0.469996968961,0.110680533883
17,0.0916818188187,27.5427264157,0.939147801573,0.925940261963
18,0.0914261957781,27.5641914538,0.939582660331,0.925403103227
19,0.0914261957781,27.5641914538,0.939582660331,0.925403103227
