,GMSD,PSNR,SSIM,VIF
0,0.256363615102,15.5971775043,0.60085494006,0.0234505781599
1,0.254896915187,15.6321945336,0.60104779293,0.0248172988302
2,0.253281644672,15.6704366776,0.594304276161,0.0251945631301
3,0.253427695742,16.6570719103,0.604309621307,0.0831161809524
4,0.228145356228,17.255196181,0.599865566532,0.178816794868
5,0.251211251368,16.6954334457,0.604018358539,0.0937386542201
6,0.251159373743,16.6968998224,0.604625829547,0.0939234858409
7,0.25122499926,16.6989662178,0.605226683985,0.0945821299419
8,0.251263004949,16.7014825579,0.605858536379,0.0949856123971
9,0.237233844775,17.0453627289,0.597887318588,0.157963968233
10,0.22783887744,17.2903765584,0.605359049331,0.186681330563
11,0.227632537087,17.3082242116,0.606148010559,0.190640321813
12,0.227653334288,17.311510204,0.60655303238,0.191389964888
13,0.209321310785,17.866672385,0.600331996063,0.238276805846
14,0.188752731591,20.0540276643,0.659608847201,0.43332226849
15,0.187879051294,20.5315522781,0.668283381696,0.48390070001
16,0.187736733654,21.1282775878,0.690680762109,0.539987238476
17,0.187736943369,21.130204784,0.690878585403,0.54028727838
18,0.180648966655,22.0131707892,0.717240150407,0.573569065547
19,0.18020209004,22.1967393686,0.725021716343,0.586823663125
