,GMSD,PSNR,SSIM,VIF
0,0.265879497534,8.71492387967,0.265599333218,0.0193484830743
1,0.267239333822,8.74592781272,0.26615990767,0.020098223258
2,0.267392447911,8.74849841359,0.266220411006,0.020155296269
3,0.267427678234,8.74890952683,0.265817231991,0.02014730592
4,0.267823674245,8.75801016564,0.263636129228,0.0200393364937
5,0.271006936195,8.86284054579,0.276378933866,0.0301135605819
6,0.25631594219,9.04371274224,0.23874093059,0.0673856785544
7,0.254200216762,9.09716156421,0.247879528832,0.0731104556588
8,0.215119333327,9.72048060546,0.304113301786,0.179375769469
9,0.270633545261,8.83423211288,0.269528363425,0.0243165764428
10,0.271504380633,8.86379550911,0.277448688722,0.0324400153805
11,0.271501798259,8.86458323354,0.277664952332,0.032566768904
12,0.271612768357,8.86650987222,0.278498835705,0.0332088725276
13,0.256761745917,9.04753818205,0.240826843364,0.0704984858424
14,0.254632947875,9.10103439591,0.249967639303,0.0762238670215
15,0.253075110728,9.11064594315,0.247452911377,0.0770808620654
16,0.238901994703,9.2475018386,0.249932280659,0.086856365927
17,0.238870131836,9.24858206657,0.250203801047,0.0869493003091
18,0.224910912088,9.49131692508,0.264508641707,0.161770896834
19,0.218530437164,9.72914665242,0.307704098736,0.21729228472
