,GMSD,PSNR,SSIM,VIF
0,0.281564016533,16.1454983957,0.527033412388,0.00165377722919
1,0.16065859088,19.7274922038,0.683101254993,0.379809681441
2,0.137402665794,21.1902544485,0.739278379865,0.485693981668
3,0.125417879627,22.3423415492,0.792516907988,0.614850589357
4,0.12276181893,22.5853850432,0.807165880323,0.631858900738
5,0.117215175058,22.6915208851,0.813268694648,0.637028943351
6,0.115376023588,22.8604504784,0.821414445473,0.645508027246
7,0.107012804594,23.5247638712,0.829864368066,0.691317426151
8,0.104169461567,23.898001044,0.835457806543,0.71514895289
9,0.103418051853,23.9596229066,0.838541111974,0.719576816561
10,0.103162551399,24.0148131727,0.840483821734,0.722093362532
11,0.0986204642244,24.2859239627,0.852825743899,0.734459419388
12,0.094723305686,24.6014969624,0.857368798062,0.749384578938
13,0.0950301882987,24.7381391242,0.865343289586,0.75712716306
14,0.095046501106,24.7759710543,0.866911838279,0.758630373593
15,0.0928191244221,24.8038664203,0.869050776591,0.759932525401
16,0.0920477842681,24.8470537988,0.870777711524,0.761368053622
17,0.0919920913896,24.8643161999,0.871405741186,0.76201359562
18,0.091189038692,24.9496688434,0.873094685885,0.765583729761
19,0.0910541494406,24.9851465077,0.875098868676,0.767900556114
