,L_PSNR,L_SSIM,PSNR,SSIM
0,14.7287216462,0.535742228553,17.2514507181,0.728478666946
1,14.7287216462,0.535742228553,17.5191273166,0.713418169812
2,14.9500856778,0.540854289583,17.6601455482,0.715304400791
3,15.1760231051,0.534496356924,18.8758405286,0.710607041577
4,16.4357254031,0.584078800812,19.8281749287,0.72515409633
5,16.5467784653,0.590820070002,19.936903148,0.728811682152
6,16.5703918018,0.586945408815,20.1256261338,0.744442291949
7,16.7582056957,0.596546738103,20.3094063545,0.75279226257
8,17.1904772584,0.614271419053,20.4071411232,0.734175223785
9,17.347525211,0.624574718857,20.5496297975,0.740225586976
10,17.4083013193,0.622018655011,20.8071262677,0.757609035833
11,17.6807279721,0.63498939058,21.0590582168,0.768047108484
12,17.6807439558,0.634998870675,21.0592917498,0.768088618008
13,17.6807439558,0.634998870675,21.0592917498,0.768088618008
14,17.6807439558,0.634998870675,21.0592917498,0.768088618008
15,17.9472863586,0.64156490634,21.2713452875,0.771299012095
16,17.9491559073,0.641589837181,21.2726916289,0.771313030761
17,17.9491559073,0.641589837181,21.2726916289,0.771313030761
18,18.0154522714,0.643622918823,21.3223766905,0.772449613727
19,18.0154522714,0.643622918823,21.3223766905,0.772449613727
