,L_PSNR,L_SSIM,PSNR,SSIM
0,9.19927312091,0.363234309534,13.3535817328,0.580733760539
1,9.26666046225,0.38492747178,13.5217215806,0.608441186537
2,10.629339659,0.353354177924,14.8049325433,0.604608573758
3,10.6474647795,0.349137893486,14.8918744122,0.619089135743
4,10.8007524217,0.372087362579,15.090100902,0.646642903127
5,9.46372136413,0.40753835228,13.7127245539,0.622175582569
6,10.9013478766,0.389649844291,15.0635837159,0.624273934295
7,10.9206471247,0.385149100655,15.1559179561,0.638492020354
8,11.0840762174,0.407675085497,15.366876764,0.665923758744
9,11.0840762174,0.407675085497,15.366876764,0.665923758744
10,7.61303989433,0.281054644631,12.0972744447,0.591973614674
11,12.9954743596,0.499827028217,17.0056093067,0.684222129242
12,13.8538705,0.527790232573,17.849454193,0.707551540801
13,15.9367523219,0.624691126762,19.6895201296,0.760362286008
14,15.9367523219,0.624691126762,19.6895201296,0.760362286008
15,13.236553971,0.522140778285,17.1976809674,0.687815399885
16,13.8574485679,0.549902256471,17.8015424769,0.707382568583
17,14.9293794474,0.579404278974,18.8368898154,0.731420897286
18,17.8368862359,0.67377327987,21.3052259115,0.783730946315
19,17.836887727,0.673772835464,21.3052593214,0.78373465486
