,L_PSNR,L_SSIM,PSNR,SSIM
0,12.6323361595,0.488082466168,16.208429531,0.753962848232
1,13.3336790374,0.485608191021,16.9309035903,0.733673656472
2,13.154881366,0.50632120898,16.7500420338,0.737169805049
3,13.156951326,0.506965882112,16.7520041476,0.737298964323
4,14.8942412651,0.509520015183,18.7112353496,0.728949912938
5,15.1050405969,0.513852127824,19.2307925269,0.755413144715
6,16.5817796377,0.573035456669,20.0974344405,0.733525036031
7,16.7528202387,0.587216320925,20.293457954,0.742854576953
8,17.080547928,0.591184334707,21.0626384261,0.779015715503
9,17.1445478411,0.594891549251,21.1286974612,0.78249170747
10,17.1445478411,0.594891549251,21.1286974612,0.78249170747
11,17.1445478411,0.594891549251,21.1286974612,0.78249170747
12,17.252068349,0.600777930317,21.2252009511,0.785716889805
13,17.252068349,0.600777930317,21.2252009511,0.785716889805
14,17.252068349,0.600777930317,21.2252009511,0.785716889805
15,17.252068349,0.600777930317,21.2252009511,0.785716889805
16,17.252068349,0.600777930317,21.2252009511,0.785716889805
17,17.252068349,0.600777930317,21.2252009511,0.785716889805
18,17.252068349,0.600777930317,21.2252009511,0.785716889805
19,18.2616981349,0.634879732479,22.2688086423,0.806224230372
