,L_PSNR,L_SSIM,PSNR,SSIM
0,14.2097697097,0.50763986211,17.8323751535,0.788185956182
1,17.3208880464,0.576700571793,20.5812998822,0.783706634378
2,17.3400383368,0.577878773706,20.5950055078,0.784158250273
3,17.3359908038,0.578356463064,20.6227693972,0.780650310649
4,18.2529953304,0.593122433394,21.3368528159,0.787916870587
5,18.8866475674,0.618312696851,21.7702598807,0.796752163178
6,19.9188468868,0.654745357294,24.2394975642,0.848975157908
7,20.3208783392,0.669997784598,24.6508398521,0.85888107328
8,20.3208783392,0.669997784598,24.6508398521,0.85888107328
9,22.9570876502,0.759040356766,27.0003946818,0.889873307234
10,22.9570876502,0.759040356766,27.0003946818,0.889873307234
11,22.9570876502,0.759040356766,27.0003946818,0.889873307234
12,23.4733241204,0.776980559224,27.4735387108,0.896886053556
13,23.4745022649,0.777000338055,27.4745267307,0.896892731588
14,23.4745022649,0.777000338055,27.4745267307,0.896892731588
15,23.7098425255,0.78066559015,27.6712908003,0.898151313885
16,23.769103321,0.781777844343,27.7214274623,0.898512043132
17,23.769103321,0.781777844343,27.7214274623,0.898512043132
18,23.769103321,0.781777844343,27.7214274623,0.898512043132
19,23.7698659196,0.781782983716,27.7221523711,0.898513697141
