,L_PSNR,L_SSIM,PSNR,SSIM
0,17.189764808,0.514662343618,21.694162966,0.815929254061
1,17.2021759064,0.5143204971,21.7071574923,0.815745753209
2,19.4391683402,0.641348032974,23.7781197701,0.857799495369
3,19.9291131571,0.641674495796,24.3440242933,0.85673756042
4,19.9356983568,0.642858856358,24.3513577759,0.857244257116
5,19.9357459359,0.642861300131,24.3516655552,0.857274522025
6,19.9364177818,0.642952351259,24.3522922841,0.857313145503
7,19.9364195394,0.642948986027,24.3524144116,0.857323452561
8,19.9364195394,0.642948986027,24.3524144116,0.857323452561
9,20.1276652565,0.662764974912,24.5283598163,0.863775035729
10,20.1276652565,0.662764974912,24.5283598163,0.863775035729
11,20.1276652565,0.662764974912,24.5283598163,0.863775035729
12,20.1276652565,0.662764974912,24.5283598163,0.863775035729
13,23.6118667417,0.789246260993,27.8095125093,0.905818649568
14,23.6152560727,0.790289845411,27.8290494449,0.906722496018
15,23.6159739775,0.790344264162,27.829686903,0.906738752274
16,23.6160454027,0.790341144368,27.8297976162,0.906743242686
17,23.6164169588,0.790367816219,27.8301241402,0.906752270911
18,23.6164169588,0.790367816219,27.8301241402,0.906752270911
19,23.6164169588,0.790367816219,27.8301241402,0.906752270911
