,L_PSNR,L_SSIM,PSNR,SSIM
0,14.4041146212,0.494397923718,18.3727769347,0.780070902306
1,14.9670948233,0.458578620827,19.3480702351,0.767161376279
2,15.6931708534,0.542801452664,20.0271002563,0.785389410877
3,15.7591482306,0.540898594003,20.1055414349,0.785543908577
4,15.9137170301,0.550110893462,20.2482267267,0.788259944325
5,19.1838850521,0.625090163936,23.2467742323,0.81602426884
6,19.1912367821,0.625518699149,23.2591381851,0.816666442754
7,20.2328128768,0.657681252369,24.291301727,0.833986181263
8,20.2328128768,0.657681252369,24.291301727,0.833986181263
9,20.2454467162,0.657580657409,24.3150866701,0.834748150066
10,20.2454467162,0.657580657409,24.3150866701,0.834748150066
11,20.2454467162,0.657580657409,24.3150866701,0.834748150066
12,20.3038727791,0.661550959459,24.3735261768,0.836484806752
13,20.3038727791,0.661550959459,24.3735261768,0.836484806752
14,20.3038727791,0.661550959459,24.3735261768,0.836484806752
15,20.3038727791,0.661550959459,24.3735261768,0.836484806752
16,20.3038727791,0.661550959459,24.3735261768,0.836484806752
17,20.3038727791,0.661550959459,24.3735261768,0.836484806752
18,20.3038727791,0.661550959459,24.3735261768,0.836484806752
19,23.1684640655,0.805776121694,26.9210705799,0.890866086169
