,L_PSNR,L_SSIM,PSNR,SSIM
0,14.224340989,0.603934035693,18.7612545528,0.851245855505
1,15.6239852131,0.579943584994,20.0880207328,0.842203715884
2,15.6872193608,0.574864456806,20.1531963294,0.839738517832
3,15.860749742,0.557414312652,20.4086844225,0.831184127244
4,18.0322678342,0.660323807423,22.4869630193,0.867835841003
5,18.0263469336,0.659690348688,22.5926242036,0.868567701399
6,18.1708277603,0.659252008486,22.7387453447,0.868967883349
7,18.1708699458,0.659258965879,22.7388673072,0.868961227557
8,18.1708699458,0.659258965879,22.7402740209,0.869415988166
9,18.1708699458,0.659258965879,22.7402740209,0.869415988166
10,18.1708699458,0.659258965879,22.7402740209,0.869415988166
11,18.1708699458,0.659258965879,22.7402740209,0.869415988166
12,18.1708699458,0.659258965879,22.7402740209,0.869415988166
13,18.1708699458,0.659258965879,22.7402740209,0.869415988166
14,18.1708699458,0.659258965879,22.7402740209,0.869415988166
15,19.9986474643,0.692992208039,24.5100300236,0.881587876022
16,19.9986474643,0.692992208039,24.5100300236,0.881587876022
17,19.9986474643,0.692992208039,24.5100300236,0.881587876022
18,21.5354632485,0.733114135158,25.9738010905,0.895288949464
19,22.1989081342,0.745007074988,26.5866765905,0.899341778143
