,L_PSNR,L_SSIM,PSNR,SSIM
0,19.5205781827,0.745483246507,22.8589533663,0.883785980122
1,19.5221378351,0.744892464826,22.8687765987,0.883730862607
2,19.5500741988,0.741932858255,22.888936491,0.882732737971
3,22.1478870774,0.745605837677,24.6775970502,0.884099620579
4,22.7039328614,0.742656402181,26.0942557621,0.881900036108
5,23.3304254754,0.757522439849,26.5484858429,0.8880848156
6,23.3287582304,0.76182439659,26.640781466,0.888528671735
7,23.3380791617,0.762170209809,26.648104592,0.888645705104
8,23.3388120912,0.762222367771,26.6486293426,0.888663803861
9,23.3388120912,0.762222367771,26.6525675009,0.888563909147
10,23.3388120912,0.762222367771,26.6556949981,0.888623953004
11,23.3439121923,0.762110601687,26.6593553106,0.888588281361
12,23.3439121923,0.762110601687,26.6593553106,0.888588281361
13,23.3439121923,0.762110601687,26.6593553106,0.888588281361
14,23.447355661,0.764032877768,26.7532210912,0.889598006048
15,23.447355661,0.764032877768,26.7532210912,0.889598006048
16,23.447355661,0.764032877768,26.7532210912,0.889598006048
17,23.723460165,0.770844344315,27.4707884113,0.89278963221
18,23.7234889554,0.77084436343,27.4708652153,0.892790660966
19,23.7236259014,0.770845425888,27.4710586625,0.892795955519
