,L_PSNR,L_SSIM,PSNR,SSIM
0,14.8140044393,0.626343235409,19.4274193367,0.862664647538
1,21.1758687683,0.729737325395,25.7913688401,0.897516554723
2,21.1790781278,0.730082667672,25.7946280999,0.897654530169
3,21.2442105944,0.73258726909,25.8589828618,0.898635225678
4,25.4285138074,0.898018861276,29.8406546029,0.953614744252
5,25.4285138074,0.898018861276,29.8406546029,0.953614744252
6,25.4285138074,0.898018861276,29.8406546029,0.953614744252
7,25.4285138074,0.898018861276,29.8406546029,0.953614744252
8,25.4285138074,0.898018861276,29.8406546029,0.953614744252
9,25.4285138074,0.898018861276,29.8406546029,0.953614744252
10,25.4285138074,0.898018861276,29.8406546029,0.953614744252
11,25.6317292396,0.900050419491,30.0570723379,0.955825589781
12,25.6322494047,0.900038956004,30.057557288,0.955821541895
13,25.6322494047,0.900038956004,30.057557288,0.955821541895
14,26.6847365764,0.904778566908,31.0338103684,0.957765599361
15,26.6847365764,0.904778566908,31.0338103684,0.957765599361
16,26.6847365764,0.904778566908,31.0338103684,0.957765599361
17,26.6847365764,0.904778566908,31.0338103684,0.957765599361
18,26.6847365764,0.904778566908,31.0338103684,0.957765599361
19,29.3078557386,0.924646228098,33.5771077711,0.968144802617
