,L_PSNR,L_SSIM,PSNR,SSIM
0,13.9191043205,0.672099210783,17.5702171371,0.839676326833
1,14.852084532,0.736764424744,18.4202210462,0.85724995994
2,14.8565553562,0.73651557675,18.4732773831,0.856238763432
3,15.6038834818,0.701054126351,19.1555983044,0.826115990205
4,16.2016640621,0.769594216965,19.6093530901,0.848914853133
5,16.2017582781,0.769584024519,19.6175477527,0.847897108893
6,19.8269225561,0.835772333906,22.4658508366,0.888121424175
7,21.4722303537,0.85015710056,23.5653841232,0.866463922527
8,21.5996833871,0.860481117918,23.6651750516,0.872293707834
9,21.5998217569,0.863001916684,24.9667084159,0.897180152878
10,23.0256729897,0.883217086605,26.3514751106,0.916614991551
11,23.0258635659,0.883228182578,26.3540256082,0.916691276777
12,23.0258635659,0.883228182578,26.3540256082,0.916691276777
13,23.0339649161,0.883550339508,26.3634163841,0.916818550276
14,23.0339649161,0.883550339508,26.3634163841,0.916818550276
15,23.0339649161,0.883550339508,26.3634163841,0.916818550276
16,23.5354104814,0.885832826816,26.7808469785,0.919165306828
17,23.5354104814,0.885832826816,26.7808469785,0.919165306828
18,23.7264124194,0.886927966758,26.921897964,0.919431036511
19,24.0358801879,0.889541082335,27.1389339272,0.920365163142
