,L_PSNR,L_SSIM,PSNR,SSIM
0,14.898515063,0.62892125651,19.5436723595,0.867366887461
1,16.3682034344,0.650661178306,21.051967436,0.873941393787
2,18.1320370578,0.703735503115,22.7823958107,0.891105792939
3,19.4709802077,0.716704619813,24.0851820176,0.895609510018
4,19.4712021332,0.716713992397,24.0853959806,0.895612852187
5,19.5128557401,0.718547269417,24.1255610409,0.896226468786
6,23.7687119054,0.822349476684,28.189084648,0.931009593012
7,23.7881910662,0.8225738894,28.2067265925,0.931067968171
8,23.7921641436,0.822646316616,28.2103896508,0.931092110576
9,23.7921641436,0.822646316616,28.2103896508,0.931092110576
10,23.7921641436,0.822646316616,28.2103896508,0.931092110576
11,24.0258269829,0.828081181054,28.4611150224,0.933285144133
12,24.0258269829,0.828081181054,28.4611150224,0.933285144133
13,24.0258269829,0.828081181054,28.4611150224,0.933285144133
14,24.0258269829,0.828081181054,28.4611150224,0.933285144133
15,24.0258269829,0.828081181054,28.4611150224,0.933285144133
16,24.0258269829,0.828081181054,28.4611150224,0.933285144133
17,26.6397666119,0.875998297803,30.8890057024,0.950994512263
18,26.6397666119,0.875998297803,30.8890057024,0.950994512263
19,26.6397666119,0.875998297803,30.8890057024,0.950994512263
