,L_PSNR,L_SSIM,PSNR,SSIM
0,11.6871483906,0.450023877804,14.7363333095,0.736713069265
1,11.7587280028,0.468417624715,14.872407249,0.696608860072
2,11.9200422738,0.459273158398,15.0007133174,0.682636846873
3,12.7617668207,0.455041367608,16.0871988288,0.657609004056
4,15.7685530701,0.535744939368,18.0319574109,0.683893216626
5,15.7778634745,0.536397556574,18.0387757341,0.684427487741
6,16.2496253537,0.581447777752,17.9838852575,0.696928051314
7,16.2640104785,0.582934259834,17.9926602679,0.697821494321
8,16.5891325008,0.584251726071,20.5661547039,0.751266811932
9,18.0503761905,0.633637898745,22.0622329789,0.794979664963
10,18.0503761905,0.633637898745,22.0622329789,0.794979664963
11,18.0503761905,0.633637898745,22.0622329789,0.794979664963
12,18.0503761905,0.633637898745,22.0622329789,0.794979664963
13,18.0503761905,0.633637898745,22.0622329789,0.794979664963
14,19.0657337419,0.698315412375,23.0552152086,0.82492569548
15,19.0657337419,0.698315412375,23.0552152086,0.82492569548
16,19.0657337419,0.698315412375,23.0552152086,0.82492569548
17,19.0657337419,0.698315412375,23.0552152086,0.82492569548
18,19.0657337419,0.698315412375,23.0552152086,0.82492569548
19,19.0657337419,0.698315412375,23.0552152086,0.82492569548
