,L_PSNR,L_SSIM,PSNR,SSIM
0,11.8013626533,0.614377920918,16.3743278367,0.856592489218
1,12.1475040934,0.615111210755,16.8565430972,0.85283212212
2,12.251600312,0.623289808421,16.9618751048,0.857053154831
3,13.6214796319,0.621483290626,18.309903027,0.853234166279
4,13.6243306803,0.621074173199,18.3129695245,0.85315515039
5,19.2963512734,0.762688187908,23.7934461496,0.902254731182
6,19.7331328843,0.77246104401,24.2305721083,0.908166302673
7,19.7516871948,0.773460492173,24.2483188987,0.908574509985
8,19.7880488797,0.77389580892,24.2825920322,0.908749757614
9,20.9126999318,0.801272402812,25.3704421405,0.917783228994
10,20.9126999318,0.801272402812,25.3704421405,0.917783228994
11,20.9126999318,0.801272402812,25.3704421405,0.917783228994
12,23.5814816873,0.869395587581,27.7976693498,0.940404347303
13,23.5833495972,0.869417804864,27.8020113355,0.940463322282
14,23.5847523478,0.869430192029,27.8035127173,0.940487155175
15,23.5847523478,0.869430192029,27.8035127173,0.940487155175
16,23.5933743405,0.869445907324,27.8112127569,0.940495658741
17,23.6019598634,0.869594818404,27.8189399717,0.940563030011
18,23.6015842797,0.869920544274,27.8207737525,0.940648005179
19,23.6298219547,0.87007548722,27.8456482034,0.940697843406
