NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.192,0.090,19.903,27.144,0.843,0.951,0.108,0.835
2,0.151,0.066,23.549,29.916,0.874,0.960,0.491,0.898
3,0.131,0.050,24.973,31.296,0.897,0.970,0.674,0.915
4,0.123,0.041,25.480,32.363,0.906,0.976,0.659,0.937
5,0.121,0.037,25.599,33.112,0.909,0.980,0.682,0.946
6,0.095,0.043,26.923,33.628,0.911,0.983,0.753,0.953
7,0.094,0.030,26.963,33.990,0.912,0.984,0.758,0.957
8,0.078,0.022,30.141,34.222,0.937,0.985,0.803,0.959
9,0.078,0.020,30.164,34.301,0.937,0.985,0.806,0.960
10,0.072,0.020,30.854,34.358,0.944,0.985,0.802,0.959
11,0.071,0.019,31.005,34.451,0.944,0.985,0.801,0.959
12,0.068,0.019,31.171,34.462,0.943,0.985,0.822,0.959
13,0.060,0.019,31.638,34.465,0.946,0.985,0.820,0.959
14,0.060,0.019,31.645,34.467,0.946,0.985,0.821,0.959
15,0.049,0.019,32.362,34.497,0.960,0.985,0.825,0.963
16,0.047,0.019,32.624,34.502,0.962,0.985,0.831,0.963
17,0.047,0.019,32.646,34.505,0.963,0.985,0.833,0.963
18,0.044,0.018,33.730,35.711,0.965,0.982,0.892,0.964
19,0.043,0.013,33.783,38.468,0.965,0.988,0.896,0.976
20,0.038,0.013,34.269,38.510,0.967,0.988,0.922,0.975
