NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.161,0.178,13.322,17.105,0.364,0.740,0.598,0.340
2,0.126,0.186,17.479,20.741,0.540,0.762,0.694,0.610
3,0.120,0.151,18.390,21.916,0.575,0.761,0.728,0.712
4,0.121,0.105,18.758,23.771,0.600,0.798,0.774,0.802
5,0.098,0.104,21.292,23.912,0.666,0.809,0.803,0.815
6,0.098,0.101,21.400,24.284,0.670,0.818,0.808,0.838
7,0.094,0.090,21.892,25.231,0.694,0.833,0.829,0.876
8,0.093,0.085,22.027,25.758,0.706,0.843,0.837,0.869
9,0.093,0.084,22.068,26.121,0.708,0.848,0.839,0.884
10,0.093,0.083,22.095,26.330,0.709,0.853,0.840,0.893
11,0.074,0.083,23.501,26.411,0.737,0.854,0.859,0.896
12,0.074,0.082,23.521,26.611,0.737,0.856,0.860,0.902
13,0.071,0.082,23.889,26.617,0.758,0.857,0.871,0.902
14,0.071,0.078,24.249,26.958,0.788,0.865,0.891,0.906
15,0.071,0.078,24.268,26.970,0.788,0.866,0.890,0.907
16,0.070,0.077,24.289,26.989,0.788,0.867,0.891,0.907
17,0.070,0.077,24.305,26.995,0.788,0.867,0.891,0.907
18,0.070,0.077,24.349,27.023,0.788,0.869,0.891,0.905
19,0.070,0.076,24.460,27.162,0.790,0.874,0.892,0.907
20,0.069,0.075,24.534,27.233,0.795,0.876,0.895,0.908
