NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.192,0.193,11.367,17.916,0.536,0.855,0.123,0.066
2,0.150,0.148,16.032,22.391,0.752,0.871,0.596,0.557
3,0.126,0.075,19.543,26.622,0.803,0.919,0.736,0.813
4,0.100,0.081,20.237,27.465,0.864,0.921,0.823,0.817
5,0.099,0.058,20.452,28.488,0.868,0.935,0.864,0.847
6,0.096,0.054,20.612,28.658,0.884,0.937,0.892,0.853
7,0.089,0.053,23.924,28.910,0.900,0.937,0.913,0.860
8,0.084,0.048,24.285,29.757,0.910,0.944,0.920,0.877
9,0.081,0.047,26.738,29.784,0.918,0.945,0.906,0.878
10,0.081,0.047,26.863,29.806,0.920,0.945,0.907,0.880
11,0.079,0.046,27.073,29.902,0.922,0.946,0.906,0.884
12,0.079,0.046,27.192,30.171,0.924,0.948,0.923,0.902
13,0.078,0.046,27.306,30.178,0.927,0.948,0.946,0.901
14,0.078,0.045,27.390,30.334,0.928,0.949,0.947,0.904
15,0.069,0.044,29.168,30.496,0.928,0.950,0.955,0.908
16,0.069,0.044,29.341,30.512,0.931,0.951,0.962,0.906
17,0.066,0.044,29.431,30.545,0.934,0.951,0.958,0.907
18,0.062,0.043,29.807,30.672,0.938,0.953,0.965,0.909
19,0.062,0.042,29.875,30.683,0.939,0.953,0.964,0.911
20,0.061,0.042,30.005,30.706,0.940,0.953,0.967,0.909
