NumberofColors,rgb_G,lab_G,rgb_P,lab_P,rgb_S,lab_S,rgb_V,lab_V
1,0.212,0.228,10.361,15.010,0.708,0.903,0.321,0.022
2,0.233,0.255,15.082,15.264,0.851,0.877,0.415,0.032
3,0.196,0.182,16.340,18.914,0.872,0.890,0.527,0.456
4,0.216,0.158,18.952,21.372,0.878,0.892,0.721,0.656
5,0.188,0.151,21.127,21.965,0.896,0.896,0.788,0.686
6,0.175,0.150,21.938,23.365,0.911,0.913,0.818,0.773
7,0.172,0.101,22.314,25.247,0.916,0.928,0.838,0.828
8,0.171,0.099,22.369,25.369,0.917,0.925,0.842,0.833
9,0.154,0.101,22.856,25.602,0.903,0.926,0.797,0.841
10,0.101,0.097,24.282,26.514,0.906,0.933,0.824,0.865
11,0.101,0.097,24.306,26.534,0.907,0.934,0.826,0.866
12,0.096,0.090,24.693,26.744,0.911,0.933,0.852,0.873
13,0.094,0.090,24.827,26.751,0.915,0.934,0.857,0.873
14,0.093,0.087,24.956,27.201,0.915,0.938,0.868,0.883
15,0.093,0.085,25.061,27.237,0.917,0.939,0.874,0.883
16,0.093,0.085,25.072,27.239,0.917,0.939,0.875,0.885
17,0.093,0.085,25.105,27.386,0.918,0.936,0.877,0.889
18,0.127,0.085,25.052,27.720,0.907,0.936,0.885,0.896
19,0.128,0.074,25.749,28.253,0.913,0.940,0.936,0.907
20,0.128,0.074,25.758,28.261,0.913,0.940,0.937,0.906
