,GMSD,PSNR,SSIM,VIF
0,0.221228168841,20.0621530416,0.802016250222,0.0285387596878
1,0.237101091274,21.8951531585,0.807694556094,0.115008173822
2,0.148386174523,24.0361298446,0.815898097651,0.395540793741
3,0.124214888614,24.6780703538,0.822084022427,0.451058253013
4,0.108328485579,26.0631393685,0.832543329813,0.560005696637
5,0.0987141936551,26.454110887,0.840584479095,0.58576946751
6,0.101721847721,27.1954990699,0.850570082677,0.632516397824
7,0.0899957704831,27.470952828,0.856658599372,0.642387385772
8,0.0873785067946,27.7534133687,0.861071879212,0.663504414968
9,0.0840127334575,28.1799312819,0.865769171077,0.688747779604
10,0.0712763439105,28.2798828871,0.869173614776,0.69618649998
11,0.0700264432234,28.609672981,0.874183374333,0.710991691305
12,0.0663871553607,28.854425586,0.876993155888,0.723652853715
13,0.0647248122906,29.0479851756,0.87981534643,0.73705855203
14,0.0605334441335,29.3287953692,0.88448108787,0.752960585667
15,0.0613492530894,29.4349242613,0.887045272347,0.757356807322
16,0.0602095035644,29.5165369249,0.889068733944,0.760530219297
17,0.0577805622417,29.7602857472,0.893100437775,0.771097406163
18,0.0553771554671,29.8033310537,0.894618011402,0.775681309854
19,0.0531850480018,30.1695325926,0.90057215758,0.792356579306
