,GMSD,PSNR,SSIM,VIF
0,0.204989672722,18.8677677988,0.812619452216,0.0371802790495
1,0.101511237349,24.9987125673,0.882590393274,0.639823005759
2,0.0897375264694,26.8498293948,0.903006350204,0.740871912346
3,0.0649424206229,28.5983608727,0.92510011287,0.821356575236
4,0.0666320053109,28.9658020177,0.920893290108,0.828146815844
5,0.0588677476758,29.7820333052,0.930533182143,0.856365008088
6,0.0499894797717,30.4388195732,0.937185931421,0.87570858336
7,0.0470392786334,30.6896910763,0.939824827827,0.882251872527
8,0.0475069527258,30.9864127547,0.942958933439,0.886723628964
9,0.0452127251465,31.2460407475,0.94466875622,0.893227726661
10,0.0440294599381,31.3864684921,0.944660340209,0.893981026807
11,0.0426003437366,31.7998665391,0.949091172912,0.904827210412
12,0.0361582437337,32.2199083086,0.949979674626,0.911159961707
13,0.035385243484,32.3513915481,0.950992119073,0.913827492977
14,0.0360894228031,32.5521497234,0.951897060909,0.917180149367
15,0.0351913184325,32.7926920519,0.95372448484,0.921009668712
16,0.0341166501994,32.8111754192,0.953626287113,0.922563890666
17,0.0320864901855,32.9948911535,0.95505889259,0.925322512314
18,0.0292513049658,33.2555173195,0.956919694856,0.930034707956
19,0.0289526875623,33.3539201752,0.957380136262,0.931387263239
