,GMSD,PSNR,SSIM,VIF
0,0.256769035381,16.2916208795,0.705061648238,0.164815579233
1,0.190947177485,21.106877529,0.781356876532,0.57826892501
2,0.134682890796,22.6862062013,0.838585661151,0.65060051627
3,0.111404945369,23.6206704581,0.862555833624,0.711114825632
4,0.109911173658,24.5355355234,0.867376881353,0.763180794004
5,0.0901835834018,25.6443845506,0.882732765816,0.80911872983
6,0.076634121333,25.8738983815,0.890678581694,0.820511320729
7,0.0678032593806,26.7680184946,0.900988347193,0.850641323567
8,0.0611476139454,27.0542235536,0.906581828462,0.859797600013
9,0.0567988455063,27.4442828472,0.912070065767,0.873248806915
10,0.0537789458633,27.5708826935,0.914840786099,0.875038849168
11,0.0518120199022,27.7719812972,0.918420255786,0.878321155295
12,0.0496061473647,28.0910143874,0.92234994639,0.886817829442
13,0.0477249606208,28.3259384631,0.925464783418,0.893133073708
14,0.0435644378796,28.6914012644,0.927755067786,0.900314407307
15,0.0421694866228,28.9446895388,0.930315339683,0.906063250325
16,0.0375443458602,29.1550528688,0.934375840716,0.909691753075
17,0.0359127786978,29.5566480588,0.936076163974,0.917329454099
18,0.0340568653178,29.7801138344,0.938267529584,0.921839069183
19,0.0323400403057,29.9718158777,0.939944972236,0.926000382724
