,GMSD,PSNR,SSIM,VIF
0,0.169228951936,13.7917985112,0.399490854072,0.55159207802
1,0.121067812867,18.2406651935,0.622451133331,0.763270500287
2,0.10106851417,20.0047444345,0.692166660247,0.82306674942
3,0.0971058485637,21.4325509071,0.727606961155,0.881724107534
4,0.0765266431941,22.9396395212,0.770730147293,0.903841331079
5,0.0701751077382,23.7993217642,0.799459880794,0.912706037678
6,0.0666221467679,24.3264546895,0.812287865981,0.921485965235
7,0.0609641403638,24.8491586396,0.829316841906,0.926128551907
8,0.0605709275338,25.3017965306,0.842363946484,0.934018884832
9,0.0535213825628,25.7405674043,0.854522418858,0.939743464395
10,0.0508185485858,26.0705532613,0.864217164826,0.942138298952
11,0.046007684724,26.3578608379,0.863140478914,0.946604147331
12,0.0440632245948,26.6301834129,0.869049670097,0.948570276564
13,0.0424000618437,26.9091676116,0.875948955973,0.951337750818
14,0.0424233154174,27.1269085528,0.879390025461,0.954097842557
15,0.0412335610202,27.3557393528,0.885723483934,0.955859091867
16,0.0404285149007,27.566422868,0.892758057479,0.959180640617
17,0.0393997241331,27.7558402029,0.897103870829,0.959621240193
18,0.0365405274851,27.9486711577,0.897959945327,0.961247772158
19,0.0347218023729,28.1139492612,0.900776798511,0.962686391461
