,GMSD,PSNR,SSIM,VIF
0,0.24456762991,11.8044526097,0.331670316925,0.0392906339173
1,0.193867194714,15.8170816795,0.574470873553,0.360970727619
2,0.179596859728,18.7817161705,0.706173531573,0.637284965084
3,0.177843585676,20.3138678207,0.723295151474,0.697924364823
4,0.176331069395,21.5026278925,0.736186783912,0.74461201864
5,0.124122047736,22.6823088537,0.796838344617,0.814958929154
6,0.107404837772,23.5502290401,0.820482906588,0.827957702725
7,0.11012575446,24.1192664607,0.838078816572,0.850709851509
8,0.0959682659507,24.714522908,0.857602538538,0.862969736145
9,0.0960828181383,25.1533694132,0.865949934671,0.875752983589
10,0.086956062263,25.5729258045,0.877633089936,0.882361515733
11,0.0817667817295,26.0071986819,0.880987820154,0.896372644115
12,0.0747061968419,26.3284875496,0.88819959436,0.898280015966
13,0.0726538922697,26.6331145615,0.892023592954,0.905494474065
14,0.067764148417,26.9448563252,0.896441415386,0.912240644638
15,0.0599161143815,27.216813795,0.899657796334,0.915269181178
16,0.058220258253,27.483463449,0.903980879877,0.920792834111
17,0.0578381923347,27.7015875021,0.910456322285,0.925467682647
18,0.0557237472622,27.9138929016,0.912946265572,0.92751935442
19,0.0547139402458,28.093975174,0.917193482535,0.929609696373
