,GMSD,PSNR,SSIM,VIF
0,0.131294123682,18.0890405263,0.751389137988,0.419511371146
1,0.105570383218,21.7716452554,0.882952750134,0.699854135198
2,0.0916217591784,28.550323153,0.924821239527,0.90438653947
3,0.078742817297,29.6399500993,0.936904518497,0.920023445589
4,0.0613989365112,31.042345207,0.944243212938,0.933426471805
5,0.0550545760411,32.1471015963,0.947688231013,0.934707921523
6,0.0530402342959,32.7806172149,0.950125428257,0.936581111041
7,0.0452481972946,33.4921870447,0.956828665736,0.941369878971
8,0.0389651067716,33.9270639505,0.961765036687,0.942407172106
9,0.0376814963056,34.4395088481,0.963255139707,0.944441446842
10,0.0371662013206,34.890935465,0.966219377088,0.948306611701
11,0.0363379491932,35.1581520008,0.96754260157,0.952536266973
12,0.0321202874998,35.4127658633,0.970044395394,0.952932674626
13,0.0293488117843,35.6915429443,0.971019632529,0.954876267957
14,0.0283660500447,35.9724958683,0.971773405341,0.957052373189
15,0.0280363809802,36.1925778292,0.972968745503,0.958375852356
16,0.0274614100389,36.4069681844,0.973508671311,0.960781371596
17,0.024646060512,36.6127962874,0.975257782384,0.962824871488
18,0.024744870805,36.7829089451,0.975548249289,0.96183559757
19,0.0229588139448,36.9270735011,0.977806912532,0.965735541149
